product_id,revenue,active_weeks,description,active_share,cumulative_share,abc
22033,595.42,53,BOTANICAL ROSE GREETING CARD,0.6625,0.965577199347668,C
22984,595.33,38,"CARD, GINGHAM ROSE ",0.475,0.9656268897771187,C
85111,594.8499999999999,21,SILVER GLITTER FLOWER VOTIVE HOLDER,0.2625,0.9656765401423931,C
84715,593.2900000000001,26,SET OF 6 ICE CREAM SKITTLES,0.325,0.9657260602990942,C
62096A,592.79,38,PINK/YELLOW FLOWERS HANDBAG,0.475,0.9657755387222782,C
21386,592.68,36,IVORY HANGING DECORATION  EGG,0.45,0.9658250079640885,C
22054,592.18,13,MINI CAKE STAND HANGING HEARTS,0.1625,0.9658744354723817,C
17107D,591.5999999999999,38,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",0.475,0.965923814569795,C
84963A,591.5500000000001,7,PINK PAINTED KASHMIRI CHAIR,0.0875,0.9659731894938568,C
21331,591.33,17,MOROCCAN BEATEN METAL DISH LARGE,0.2125,0.966022546055171,C
79030D,590.74,25,"TUMBLER, BAROQUE",0.3125,0.966071853370935,C
22105,590.16,29,MIRROR MOSAIC GOBLET CANDLE HOLDER,0.3625,0.9661211122758192,C
85197,589.86,25,SET OF 12 MINI BUNNIES IN A BUCKET,0.3125,0.9661703461405932,C
20763,589.27,35,DAISY SKETCHBOOK ,0.4375,0.9662195307598169,C
72753B,588.13,7,S/3 FLWR FAIRY LAVENDER CANDLES,0.0875,0.9662686202266219,C
16156N,588.0,22,"WRAP, FRIENDSHIP ON GREEN",0.275,0.9663176988427122,C
17012B,586.37,40,ORIGAMI JASMINE INCENSE/CANDLE SET,0.5,0.9663666414075368,C
84507C,586.1899999999999,44,BLUE CIRCLES DESIGN MONKEY DOLL,0.55,0.9664155689482954,C
84247E,585.5600000000001,15,PACK/12 XMAS FUN CARD,0.1875,0.9664644439048224,C
22097,585.14,62,SWALLOW SQUARE TISSUE BOX,0.775,0.9665132838051952,C
17012A,585.01,34,ORIGAMI VANILLA INCENSE/CANDLE SET ,0.425,0.9665621128548534,C
21666,584.94,40, RIDGED GLASS T-LIGHT HOLDER,0.5,0.9666109360618191,C
22529,583.13,46,MAGIC DRAWING SLATE GO TO THE FAIR ,0.575,0.9666596081934532,C
84849A,583.02,46,HELLO SAILOR BLUE SOAP HOLDER,0.575,0.9667082711437135,C
84951B,582.06,31,S/4 BLACK LOVEBIRD COASTERS,0.3875,0.9667568539656209,C
22486,581.25,14,PLASMATRONIC LAMP,0.175,0.9668053691792307,C
85186C,580.95,34,BUNNY EGG GARLAND,0.425,0.9668538593527302,C
82605,580.27,50,OLD DOC.RUSSEL METAL SIGN,0.625,0.9669022927686464,C
85188B,580.13,21,PINK METAL SWINGING BUNNY,0.2625,0.966950714499178,C
85019A,578.41,26,ROMANTIC IMAGES NOTEBOOK SET,0.325,0.9669989926664108,C
85104,578.3900000000001,28,SILVER GLASS T-LIGHT SET,0.35,0.9670472691643028,C
22510,578.2,39,DOORSTOP RUSSIAN DOLL GINGHAM,0.4875,0.9670955298034584,C
84986B,578.02,29,SET OF 36 SILVER PAPER DOILIES,0.3625,0.9671437754185477,C
47593B,577.9599999999999,64,SCOTTIES DESIGN BABY BIB,0.8,0.9671920160256151,C
22929,577.95,5,SCHOOL DESK AND CHAIR ,0.0625,0.9672402557980121,C
84029C,577.85,4,BROWN FURRY HOT WATER BOTTLE,0.05,0.9672884872237056,C
90010B,577.81,22,BLACK/WHITE GLASS/SILVER BRACELET,0.275,0.967336715310718,C
21128,577.64,30,GOLD FISHING GNOME,0.375,0.9673849292083344,C
85130D,577.5899999999999,47,BEADED CRYSTAL HEART PINK LARGE,0.5875,0.9674331389325991,C
82613A,577.52,46,"METAL SIGN,CUPCAKE SINGLE HOOK",0.575,0.9674813428141714,C
21416,576.8100000000001,16,CLAM SHELL LARGE,0.2,0.9675294874341495,C
90209B,576.34,40,GREEN ENAMEL+GLASS HAIR COMB,0.5,0.9675775928246215,C
85231E,576.23,22,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.275,0.9676256890337198,C
21750,575.82,33, LARGE SKULL WINDMILL,0.4125,0.967673751021334,C
16169K,574.75,27,WRAP FOLK ART,0.3375,0.9677217236992217,C
22923,573.36,17,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.2125,0.9677695803579318,C
90200E,573.17,38,GREEN SWEETHEART BRACELET,0.475,0.9678174211579056,C
37410,572.17,12,BLACK AND WHITE PAISLEY FLOWER MUG,0.15,0.9678651784908451,C
84660C,571.36,35,PINK STITCHED WALL CLOCK,0.4375,0.9679128682154868,C
84865,569.65,26,NEW BAROQUE BLACK PHOTO ALBUM,0.325,0.9679604152115003,C
17165D,569.52,42,ASS COL LARGE SAND FROG P'WEIGHT,0.525,0.9680079513567993,C
47574A,568.51,26,ENGLISH ROSE SCENTED HANGING FLOWER,0.325,0.9680554032003937,C
21641,565.67,47,ASSORTED TUTTI FRUTTI KEYRING BALL,0.5875,0.9681026179976112,C
22340,565.15,20,NOEL GARLAND PAINTED ZINC ,0.25,0.9681497893919709,C
20714,564.93,4,POSY SHOPPER BAG,0.05,0.968196942423583,C
85205B,564.8299999999999,23,PINK FELT EASTER RABBIT GARLAND,0.2875,0.9682440871084917,C
82616C,563.33,37,MIDNIGHT GLAMOUR SCARF KNITTING KIT,0.4625,0.9682911065928492,C
22135,562.99,73,LADLE LOVE HEART PINK,0.9125,0.9683380976984152,C
20935,562.6800000000001,22,ROUND CACTUS CANDLE,0.275,0.9683850629292005,C
23057,562.5400000000001,8,GEMSTONE CHANDELIER T-LIGHT HOLDER,0.1,0.9684320164746009,C
85092,562.27,14,CANDY SPOT TEA COSY,0.175,0.9684789474839021,C
21719,562.17,52,LOVELY BONBON STICKER SHEET,0.65,0.9685258701464999,C
90184C,561.78,28,BLACK CHUNKY BEAD BRACELET W STRAP,0.35,0.9685727602569544,C
85078,561.71,42,SCANDINAVIAN 3 HEARTS NAPKIN RING,0.525,0.9686196445247166,C
84595E,561.4699999999999,26,LARGE TORTILLA DESIGN RED BOWL,0.325,0.9686665087603906,C
85117,561.3199999999999,18,NIGHTINGALE COATHOOK WHITE,0.225,0.9687133604760094,C
84826,561.05,24,ASSTD DESIGN 3D PAPER STICKERS,0.3,0.9687601896555291,C
90143,560.2,25,SILVER BRACELET W PASTEL FLOWER,0.3125,0.9688069478880695,C
20863,559.23,25,BLUE PATCH PENCIL CASE PINK HEART,0.3125,0.968853625157587,C
47559b,558.71,33,TEA TIME OVEN GLOVE,0.4125,0.9689002590242467,C
21442,557.98,59,GREEN BIRDHOUSE DECORATION,0.7375,0.9689468319599714,C
21084,557.24,43,SET/6 COLLAGE PAPER CUPS,0.5375,0.9689933431300909,C
21220,557.16,48,SET/4 BADGES DOGS,0.6,0.9690398476228476,C
23288,556.51,2,GREEN VINTAGE SPOT BEAKER,0.025,0.969086297862032,C
23075,556.07,8,DOUBLE CERAMIC PARLOUR HOOK,0.1,0.9691327113757214,C
47594B,556.04,45,SCOTTIES DESIGN WASHBAG,0.5625,0.9691791223853998,C
84601A,555.74,10,NEW BAROQUE IVORY CUSHION COVER ,0.125,0.969225508354968,C
90120D,554.13,28,WHITE MURANO TWIST BRACELET,0.35,0.9692717599426112,C
17109D,554.05,26,FLOWER FAIRY INCENSE BOUQUET,0.325,0.9693180048528917,C
21562,553.9300000000001,38,HAWAIIAN GRASS SKIRT ,0.475,0.969364239747128,C
35004P,553.82,16,SET OF 3 PINK FLYING DUCKS,0.2,0.9694104654599905,C
21304,553.33,9,ARCHED GREY MIRROR,0.1125,0.9694566502740064,C
85203,553.24,67,HANGING WOOD AND FELT BUTTERFLY ,0.8375,0.9695028275759892,C
90200B,551.72,37,BLACK SWEETHEART BRACELET,0.4625,0.96954887800808,C
85230E,550.65,40,STRAWBRY SCENTED VOTIVE CANDLE,0.5,0.9695948391304443,C
20804,550.48,15,GLASS CHICKEN BUTTER DISH,0.1875,0.9696407860634128,C
22547,550.11,54,MINI JIGSAW DINOSAUR ,0.675,0.9696867021135785,C
85028L,549.61,19,FRENCH CHATEAU LARGE FRUIT BOWL ,0.2375,0.9697325764302271,C
46776C,548.5,32,WOVEN FROST CUSHION COVER,0.4,0.969778358098468,C
23307,547.65,3,SET OF 60 PANTRY DESIGN CAKE CASES ,0.0375,0.9698240688197297,C
17181,547.61,26,CIRCLE OF FRIENDS CANDLE HOLDER,0.325,0.9698697762023101,C
90199C,547.55,17,5 STRAND GLASS NECKLACE CRYSTAL,0.2125,0.9699154785768684,C
22252,547.37,44,BIRDCAGE DECORATION MAGIC GARDEN,0.55,0.9699611659273606,C
23306,547.11,3,SET OF 36 DOILIES PANTRY DESIGN,0.0375,0.9700068315764239,C
85071C,545.75,38,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.475,0.9700523837103207,C
21553,544.47,9,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,0.1125,0.9700978290064138,C
84520D,542.5699999999999,10,PACK OF 20 FAIRY CAKE PAPER NAPKINS,0.125,0.970143115715142,C
37444C,542.09,29,PINK BREAKFAST CUP AND SAUCER ,0.3625,0.9701883623596937,C
47367B,541.51,45,PAIR PADDED HANGERS PINK CHECK,0.5625,0.9702335605933657,C
22640,540.73,35,SET OF 4 NAPKIN CHARMS 3 KEYS ,0.4375,0.9702786937227511,C
84970s,539.3,31,HANGING HEART ZINC T-LIGHT HOLDER,0.3875,0.9703237074942775,C
17013D,538.86,25,ORIGAMI ROSE INCENSE IN TUBE,0.3125,0.9703686845403089,C
90200A,538.62,37,PURPLE SWEETHEART BRACELET,0.4625,0.970413641554252,C
37423,538.48,38,WHITE WITH BLACK CATS PLATE,0.475,0.9704585868828105,C
84929,538.26,30,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.375,0.9705035138486214,C
35951,537.4,20,FOLKART BAUBLE CHRISTMAS DECORATION,0.25,0.970548369032783,C
84563B,536.79,32,BLUE & WHITE BREAKFAST TRAY,0.4,0.9705931733020536,C
21062,536.5699999999999,51,PARTY INVITES SPACEMAN,0.6375,0.9706379592085768,C
21147,533.96,24,JINGLE BELLS TREE DECORATION,0.3,0.9706825272661409,C
90195A,533.75,20,PURPLE GEMSTONE BRACELET,0.25,0.9707270777956277,C
84247G,532.96,50,"DECOUPAGE,GREETING CARD,",0.625,0.9707715623861576,C
16169N,532.75,24,WRAP BLUE RUSSIAN FOLKART,0.3,0.9708160294486102,C
72131,531.93,27,COLUMBIAN CANDLE RECTANGLE,0.3375,0.9708604280680949,C
72818,530.3,20,CHRISTMAS DECOUPAGE CANDLE,0.25,0.9709046906363139,C
23073,530.1,6,GEORGIAN TRINKET BOX,0.075,0.9709489365111259,C
35972,529.92,35,DAISY FOLKART HEART DECORATION,0.4375,0.9709931673618719,C
84846A,529.7700000000001,32,SCENTED CANDLE IN DIGITALIS TIN,0.4,0.9710373856925627,C
22709,529.58,30,WRAP WEDDING DAY,0.375,0.9710815881645171,C
22447,529.12,30,PIN CUSHION RUSSIAN DOLL BLUE,0.375,0.9711257522416356,C
21221,528.97,45,SET/4 BADGES CUTE CREATURES,0.5625,0.9711699037986992,C
35923,528.12,40,CANDY HEART HANGING DECORATION,0.5,0.9712139844087836,C
85028S,527.07,18,FRENCH CHATEAU SMALL FRUITBOWL,0.225,0.9712579773784822,C
84663A,527.02,30,GRASS HOPPER WOODEN WALL CLOCK ,0.375,0.971301966174829,C
90203,526.77,21,SILVER CHARM NECKLACE 70CM,0.2625,0.9713459341044173,C
85129A,526.52,33,"WHITE PEARL BEADED HEART, SMALL",0.4125,0.971389881167247,C
20856,526.1099999999999,47,DENIM PATCH PURSE PINK BUTTERFLY,0.5875,0.9714337940085928,C
22034,525.49,20,ROBIN CHRISTMAS CARD,0.25,0.9714776551003774,C
21014,524.62,26,SWISS CHALET TREE DECORATION ,0.325,0.9715214435758422,C
21665,524.6,20,TRIANGULAR RIDGED GLASS POSY HOLDER,0.25,0.9715652303819664,C
21480,520.3100000000001,3,PINK STRIPE HOT WATER BOTTLE,0.0375,0.971608659114514,C
84609,518.59,17,TALL ROCOCO CANDLE HOLDER,0.2125,0.9716519442837629,C
85017A,517.54,42,ENVELOPE 50 ROMANTIC IMAGES,0.525,0.9716951418126257,C
84414B,517.29,5,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,0.0625,0.9717383184747301,C
21247,516.77,36,SET OF RED SALAD SERVERS ,0.45,0.9717814517339767,C
85119,516.76,24,WATERING CAN SINGLE HOOK PISTACHIO,0.3,0.971824584158553,C
21160,516.75,26,KEEP OUT GIRLS DOOR HANGER ,0.325,0.971867715748459,C
21374,514.71,29,MIRRORED WALL ART SKULLS,0.3625,0.9719106770656153,C
21222,514.42,45,SET/4 BADGES BEETLES,0.5625,0.9719536141773317,C
20760,514.11,35,GARDEN PATH POCKET BOOK,0.4375,0.9719965254142674,C
21419,513.66,13,CONCH SHELL,0.1625,0.9720393990910379,C
85185D,512.5400000000001,37,FROG SOCK PUPPET,0.4625,0.9720821792847298,C
85096,512.16,35,HILDA CANDY SPOT RABBIT,0.4375,0.972124927760949,C
22638,512.0799999999999,21,SET OF 4 NAPKIN CHARMS CROWNS ,0.2625,0.9721676695598055,C
20997,511.1,25,ROSE DU SUD CUSHION COVER ,0.3125,0.9722103295609683,C
85142,510.53000000000003,22,JARDIN ETCHED GLASS GINGER JAR,0.275,0.9722529419859217,C
21133,510.38,15,PAINTED BIRD ASSORTED CHRISTMAS,0.1875,0.9722955418908201,C
16169M,510.2,31,WRAP DAISY CARPET ,0.3875,0.9723381267716522,C
20777,510.08,45,CHRYSANTHEMUM NOTEBOOK,0.5625,0.9723807016364403,C
37474,509.36999999999995,27,SET/4 2 TONE EGG SHAPE MIXING BOWLS,0.3375,0.9724232172396341,C
22821,509.35,33,GIFT BAG PSYCHEDELIC APPLES,0.4125,0.9724657311734872,C
22703,508.85,35,PINK CAT BOWL,0.4375,0.9725082033738233,C
21459,508.84999999999997,23,YELLOW EASTER EGG HUNT START POST,0.2875,0.9725506755741592,C
16049,508.64,19,TEATIME GEL PENS ASST,0.2375,0.9725931302464181,C
21016,508.03,18,LIGHT BIRD HOUSE TREE DECORATION,0.225,0.9726355340037861,C
72728,507.84999999999997,22,ROSE SCENT CANDLES IN GLASS,0.275,0.972677922737088,C
20618,507.14,57,QUEEN OF THE SKIES PASSPORT COVER ,0.7125,0.9727202522087957,C
22420,506.81,44,LIPSTICK PEN BABY PINK,0.55,0.9727625541363821,C
82616B,506.67,36,FRAPPUCINO SCARF KNITTING KIT,0.45,0.9728048443785836,C
22641,506.56,26,SET OF 4 NAPKIN CHARMS INSTRUMENT,0.325,0.9728471254394115,C
85032A,505.41,25,ROMANTIC IMAGES GIFT WRAP SET,0.3125,0.97288931051315,C
85169C,504.29,41,EAU DE NIL LOVE BIRD CANDLE,0.5125,0.9729314021038102,C
85202,502.92,58,HANGING WOOD AND FELT HEART,0.725,0.9729733793446337,C
85032D,502.78000000000003,29,YULETIDE IMAGES GIFT WRAP SET,0.3625,0.9730153449000722,C
84951A,502.69,37,S/4 PISTACHIO LOVEBIRD COASTERS,0.4625,0.9730573029434778,C
21879,502.63,39,HEARTS GIFT TAPE,0.4875,0.9730992559788614,C
84820,501.37,20,DANISH ROSE TRINKET TRAYS,0.25,0.9731411038457818,C
20888,499.62,10,SET 3 JARDIN DE FEMME SCENT CANDLES,0.125,0.9731828056453924,C
22253,499.39,16,6 CROCHET STRAWBERRIES,0.2,0.9732244882475853,C
23227,496.85999999999996,4,FILIGREE HEART BUTTERFLY WHITE ,0.05,0.9732659596781816,C
22707,496.44,32,WRAP MONSTER FUN ,0.4,0.9733073960526236,C
22538,496.41,40,MINI JIGSAW GO TO THE FAIR,0.5,0.9733488299230546,C
22857,495.81999999999994,16,ASSORTED EASTER GIFT TAGS,0.2,0.9733902145479355,C
84600,495.24,20,NEW BAROQUE JEWELLERY BOX ,0.25,0.9734315507619365,C
23302,495.15,6,KNEELING MAT HOUSEWORK  DESIGN,0.075,0.9734728794639046,C
21880,494.29,63,RED AND WHITE SPOT TAPE,0.7875,0.973514136384223,C
22391,493.73999999999995,28,PAPERWEIGHT HOME SWEET HOME,0.35,0.9735553473976729,C
21256,493.37999999999994,10,"FRENCH BOTTLE, BRASSERIE DES ARTIST",0.125,0.9735965283629904,C
20769,493.03999999999996,32,DAISY JOURNAL ,0.4,0.9736376809495162,C
85113,492.96000000000004,16,POLKA DOT PISTACHIO PAIL,0.2,0.9736788268586795,C
90161C,491.43,41,ANT COPPER LIME BOUDICCA BRACELET,0.5125,0.9737198450632802,C
85091,489.40999999999997,12,CANDY SPOT BREAD BASKETS,0.15,0.9737606946644721,C
51020B,489.36999999999995,40,STRIPY DESIGN SHOWER CAP,0.5,0.9738015409269825,C
84707B,488.23,30,PINK JEWELLED MIRROR TRINKET TRAY,0.375,0.9738422920370741,C
85131B,488.15999999999997,43,BEADED CRYSTAL HEART GREEN ON STICK,0.5375,0.9738830373044732,C
84876D,488.14,21,BLUE HEART COMPACT MIRROR,0.2625,0.9739237809025317,C
47503A,488.0,37,ASS FLORAL PRINT MULTI SCREWDRIVER,0.4625,0.9739645128152054,C
84762A,487.28,13,WHITE PICNIC BARBECUE BUCKET,0.1625,0.9740051846316143,C
35095A,487.25,52,BLUE VICTORIAN FABRIC OVAL BOX,0.65,0.9740458539440124,C
79342B,487.0,12,BROWN FLOWER LIGHTS,0.15,0.9740865023896519,C
22102,485.13999999999993,32,MIRROR MOSAIC T-LIGHT HOLDER ,0.4,0.9741269955866079,C
47469,485.08,16,ASSORTED SHAPES PHOTO CLIP SILVER ,0.2,0.9741674837755419,C
22814,484.98,35,CARD PARTY GAMES ,0.4375,0.9742079636177723,C
23145,484.0199999999999,9,ZINC T-LIGHT HOLDER STAR LARGE,0.1125,0.97424836333165,C
84920,483.14,35,PINK FLOWER FABRIC PONY,0.4375,0.9742886895945376,C
16259,482.11,20,PIECE OF CAMO STATIONERY SET,0.25,0.97432892988638,C
84569C,482.08,38,PACK 4 FLOWER/BUTTERFLY PATCHES,0.475,0.9743691676742114,C
85129C,481.69,36,BEADED CRYSTAL HEART BLUE SMALL,0.45,0.9744093729098994,C
82616A,481.61,25,BUBBLE GUM SCARF KNITTING KIT,0.3125,0.9744495714682248,C
20773,481.58,52,BLUE PAISLEY NOTEBOOK,0.65,0.974489767522539,C
84569A,481.44,42,PACK 3 IRON ON DOG PATCHES,0.525,0.9745299518914685,C
21440,481.31,29,12 MINI TOADSTOOL PEGS,0.3625,0.9745701254096837,C
84657,479.83,7,GREEN ROSE CUSHION COVER,0.0875,0.9746101753966881,C
22259,477.95,26,FELT FARM ANIMAL HEN,0.325,0.9746500684656684,C
17165B,477.48,29,ASS COL LARGE SAND GECKO P'WEIGHT,0.3625,0.9746899223051426,C
20864,477.14000000000004,17,DENIM PATCH PENCIL CASE BUTTERFLY,0.2125,0.9747297477658253,C
23000,476.81,18,TRAVEL CARD WALLET TRANSPORT,0.225,0.9747695456823867,C
21339,476.7,10,MARAKESH LANTERN LARGE,0.125,0.9748093344175742,C
21322,476.15000000000003,4,GLASS SPHERE CANDLE STAND LARGE ,0.05,0.974849077245893,C
21001,476.01,40,ROSE DU SUD WASHBAG ,0.5,0.974888808388827,C
90195B,475.46,15,BLACK GEMSTONE BRACELET,0.1875,0.9749284936248922,C
84916,474.56,33,HAND TOWEL PALE BLUE W FLOWERS,0.4125,0.9749681037406267,C
85169D,474.15,45,PINK LOVE BIRD CANDLE,0.5625,0.9750076796348772,C
22396,473.65,46,MAGNETS PACK OF 4 RETRO PHOTO,0.575,0.9750472137956107,C
79337,473.51,16,BLUE FLOCK GLASS CANDLEHOLDER,0.2,0.9750867362709592,C
16239,472.66,8,BALLERINA HEART DECORATION.,0.1,0.9751261877993287,C
21441,472.56,55,BLUE BIRDHOUSE DECORATION,0.6875,0.9751656309809948,C
22615,472.5299999999999,47,PACK OF 12 CIRCUS PARADE TISSUES ,0.5875,0.9752050716586499,C
35646,471.86,16,VINTAGE BEAD PINK EVENING BAG,0.2,0.9752444564133921,C
90161B,471.43,36,ANT COPPER TURQ BOUDICCA BRACELET,0.45,0.9752838052773096,C
21884,471.3,55,CAKES AND BOWS GIFT  TAPE,0.6875,0.9753231432905127,C
84989B,471.1,25,75 BLACK FAIRY CAKE CASES,0.3125,0.975362464610309,C
84993A,470.8,62,75 GREEN PETIT FOUR CASES,0.775,0.975401760889995,C
90184B,470.72999999999996,24,AMETHYST CHUNKY BEAD BRACELET W STR,0.3,0.9754410513269886,C
84901,470.58,34,BLACK FACE LAMB WITH PANTS,0.425,0.975480329243927,C
85226C,470.41,33,BLUE PULL BACK RACING CAR,0.4125,0.9755195929714697,C
84660B,469.55,28,BLACK STITCHED WALL CLOCK,0.35,0.975558784917363,C
84842,469.05,22,HELLO SAILOR BATHROOM SET,0.275,0.9755979351297394,C
21734,468.37,10,SMALL MARAKESH LANTERN ON STICK,0.125,0.9756370285845322,C
37492C,467.99999999999994,14,GREEN BLUE FLOWER PIGGY BANK,0.175,0.9756760911565225,C
90160C,467.81,29,TURQ+RED BOUDICCA LARGE BRACELET,0.3625,0.9757151378697764,C
22124,467.42,47,SET OF 2 TEA TOWELS PING MICROWAVE,0.5875,0.9757541520308869,C
23064,466.70000000000005,5,CINDERELLA CHANDELIER ,0.0625,0.9757931060957328,C
22995,465.83,18,TRAVEL CARD WALLET SUKI,0.225,0.9758319875442589,C
84675,465.37,29,FROG KING WATERING CAN,0.3625,0.9758708305979493,C
90161D,464.65000000000003,35,ANT COPPER PINK BOUDICCA BRACELET,0.4375,0.9759096135553752,C
17084N,464.52,60,FAIRY DREAMS INCENSE ,0.75,0.9759483856620865,C
72132,464.09999999999997,14,COLUMBIAN CUBE CANDLE,0.175,0.9759871227126437,C
84984B,462.25,9,RED PEONY DES C/COVER ,0.1125,0.9760257053491874,C
84972L,462.15000000000003,11,GIANT PINK HEART MEMO HOLDER,0.1375,0.976064279639028,C
16169C,462.0,10,WRAP BLUE REINDEER,0.125,0.9761028414088132,C
21173,461.40999999999997,14,LOO ROLL  METAL SIGN ,0.175,0.9761413539330484,C
82011C,461.13,34,BATHROOM SCALES FOOTPRINTS IN SAND,0.425,0.9761798430865141,C
84306,459.12999999999994,16,S/3 PINK SQUARE PLANTERS ROSES,0.2,0.9762181653059114,C
21026,458.89,36,SPACE OWL,0.45,0.9762564674932205,C
20943,458.68,19,SET/6 GINGERBREAD STAR T-LIGHTS,0.2375,0.9762947521524523,C
71101E,458.40999999999997,28,STANDING FAIRY POLE SUPPORT ,0.35,0.976333014275585,C
51020A,458.30999999999995,37,SUMMER FUN DESIGN SHOWER CAP,0.4625,0.9763712680520142,C
79191C,458.05,46,RETRO PLASTIC ELEPHANT TRAY,0.575,0.9764095001270147,C
23067,456.49,7,HANGING ENGRAVED METAL HEART,0.0875,0.9764476019934417,C
72801C,456.44,32,S/4 ROSE PINK DINNER CANDLES,0.4,0.9764856996865171,C
90209C,456.44,36,PINK ENAMEL+GLASS HAIR COMB,0.45,0.9765237973795924,C
22394,456.01,30,PAPERWEIGHT KINGS CHOICE ,0.375,0.976561859181843,C
85198,455.49999999999994,25,ASSORTED FARMYARD ANIMALS IN BUCKET,0.3125,0.9765998784159062,C
20781,455.16,28,GOLD EAR MUFF HEADPHONES,0.35,0.9766378692711778,C
85025B,455.09999999999997,39,EAU DE NILE HEART SHAPE PHOTO FRAME,0.4875,0.9766758551184274,C
47563A,454.87,41,RETRO LONGBOARD IRONING BOARD COVER,0.5125,0.976713821768259,C
21004,454.77,35,ROSE DU SUD CHILDS APRON,0.4375,0.9767517800713872,C
21757,454.3,20,LIGHTHOUSE PRINTED METAL SIGN,0.25,0.9767896991450096,C
85039C,454.2,45,S/4 BLACK MINI ROSE CANDLE IN BOWL,0.5625,0.9768276098719283,C
72789,454.03,22,BASKET/8 SCENTED LOVE TOKEN CANDLES,0.275,0.9768655064094512,C
21208,453.88,42,PASTEL COLOUR HONEYCOMB FAN,0.525,0.9769033904269192,C
84821,453.03,33,DANISH ROSE DELUXE COASTER,0.4125,0.976941203497408,C
45008C,451.96999999999997,16,DECORATIVE NET CANOPY CREAM,0.2,0.9769789280928406,C
21893,451.5,7,POTTING SHED SEED TIN,0.0875,0.9770166134587671,C
46776E,450.84,29,WOVEN CANDY CUSHION COVER ,0.3625,0.9770542437364511,C
84706D,449.48999999999995,12,CHERRY BLOSSOM TABLE CLOCK ,0.15,0.9770917613336391,C
84509a,449.36,20,ENGLISH ROSE PLACEMATS,0.25,0.9771292680801125,C
85136B,449.22,27,BLUE SHARK HELICOPTER,0.3375,0.9771667631412011,C
21344,449.02000000000004,16,MOROCCAN BEATEN METAL DISH,0.2,0.977204241508883,C
18094C,448.65999999999997,49,WHITE/BLUE RECT CERAMIC OIL BURNER,0.6125,0.9772416898284325,C
23061,447.14,9,VINTAGE EMBOSSED HEART,0.1125,0.9772790112780901,C
84875D,446.25,10,BLUE SQUARE COMPACT MIRROR,0.125,0.9773162584420872,C
84708B,446.1,30,PINK JEWELLED PHOTO FRAME ,0.375,0.9773534930860293,C
85086A,445.5,46,CANDY SPOT HEART DECORATION,0.575,0.9773906776497508,C
10134,445.38,27,COLOURING PENCILS BROWN TUBE,0.3375,0.9774278521974283,C
79190B,443.83,55,RETRO PLASTIC POLKA TRAY,0.6875,0.9774648973712029,C
20865,443.59,17,PATCHWORK PENCIL CASE BUTTERFLY ,0.2125,0.9775019225128891,C
84963B,441.65000000000003,4,BLUE PAINTED KASHMIRI CHAIR,0.05,0.9775387857285291,C
84569B,440.93,38,PACK 3 FIRE ENGINE/CAR PATCHES,0.475,0.9775755888479045,C
20839,440.49,23,FRENCH PAISLEY CUSHION COVER ,0.2875,0.9776123552417849,C
84773,439.55,27,RED ROSE AND LACE C/COVER,0.3375,0.9776490431766532,C
22903,439.5,19,CALENDAR FAMILY FAVORITES,0.2375,0.9776857269381698,C
85020,438.96000000000004,32,ROUND PINK HEART MIRROR,0.4,0.977722365627488,C
47594A,438.76,41,CAROUSEL DESIGN WASHBAG,0.5125,0.9777589876233993,C
20655,438.09999999999997,60,QUEEN OF SKIES LUGGAGE TAG,0.75,0.9777955545310679,C
21636,437.78,23,MADRAS NOTEBOOK MEDIUM,0.2875,0.9778320947292857,C
20617,437.71000000000004,44,FIRST CLASS PASSPORT COVER ,0.55,0.9778686290848111,C
85130C,437.59999999999997,26,BEADED CRYSTAL HEART BLUE  LARGE,0.325,0.9779051542589627,C
23083,436.98,6,SET 6 PAPER TABLE LANTERN STARS ,0.075,0.9779416276835532,C
16244A,436.51,11,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,0.1375,0.9779780618786376,C
72799B,435.26,3,PURPLE PILLAR CANDLE BLACK FLOCK,0.0375,0.9780143917399292,C
21816,435.22999999999996,18,CHRISTMAS TREE T-LIGHT HOLDER,0.225,0.9780507190972099,C
84809A,435.0,17,WHITE CHRYSANTHEMUMS ART FLOWER,0.2125,0.9780870272570727,C
84086C,434.9,37,PINK/PURPLE RETRO RADIO,0.4625,0.9781233270702321,C
20621,434.87,18,ECONOMY PASSPORT COVER ,0.225,0.9781596243793804,C
22997,434.61,18,TRAVEL CARD WALLET UNION JACK,0.225,0.9781958999870998,C
84596K,434.59,34,JELLY BABIES YELLOW SMALL BOWL,0.425,0.9782321739254786,C
16169P,434.5,27,WRAP GREEN RUSSIAN FOLKART ,0.3375,0.9782684403518243,C
62096B,434.49,33,PURPLE/TURQ FLOWERS HANDBAG,0.4125,0.9783047059434997,C
79071B,433.70000000000005,37,ENGLISH ROSE METAL WASTE BIN,0.4625,0.978340905596218,C
84827,433.35,17,ASS DES PHONE SPONGE CRAFT STICKER,0.2125,0.9783770760354744,C
